date,1. open,2. high,3. low,4. close,5. volume
2020-02-11 14:40:00,28.82,28.82,28.81,28.81,542.0
2020-02-11 14:41:00,28.79,28.82,28.77,28.82,2043.0
2020-02-11 14:42:00,28.77,28.89,28.77,28.89,948.0
2020-02-11 14:43:00,28.89,28.93,28.88,28.9,3962.0
2020-02-11 14:44:00,28.86,28.86,28.8,28.81,2854.0
2020-02-11 14:45:00,28.79,28.79,28.79,28.79,132.0
2020-02-11 14:46:00,28.79,28.79,28.79,28.79,480.0
2020-02-11 14:49:00,28.8709,28.8981,28.7881,28.8609,611.0
2020-02-11 14:50:00,28.86,28.9,28.86,28.9,1756.0
2020-02-11 14:51:00,28.9,28.94,28.9,28.94,1435.0
2020-02-11 14:52:00,28.94,28.94,28.94,28.94,200.0
2020-02-11 14:53:00,28.92,28.92,28.9,28.9003,0.0
2020-02-11 14:54:00,28.93,28.93,28.88,28.88,1604.0
2020-02-11 14:55:00,28.87,28.87,28.81,28.82,3913.0
2020-02-11 14:56:00,28.83,28.86,28.83,28.86,1146.0
2020-02-11 14:57:00,28.89,28.9,28.89,28.9,1672.0
2020-02-11 14:58:00,28.92,29.16,28.92,29.11,15497.0
2020-02-11 14:59:00,29.14,29.1562,29.02,29.02,5746.0
2020-02-11 15:00:00,28.99,29.0,28.97,29.0,5512.0
2020-02-11 15:01:00,28.9585,28.9831,28.7749,28.8255,9794.0
2020-02-11 15:02:00,28.82,28.82,28.7764,28.7764,2019.0
2020-02-11 15:03:00,28.79,28.88,28.79,28.87,7344.0
2020-02-11 15:04:00,28.74,28.74,28.74,28.74,100.0
2020-02-11 15:05:00,28.75,28.75,28.75,28.75,1263.0
2020-02-11 15:07:00,28.85,28.899,28.845,28.88,1450.0
2020-02-11 15:09:17,0,0,0,28.889999389648438,0
2020-02-11 15:10:19,0,0,0,28.93000030517578,0
2020-02-11 15:11:21,0,0,0,28.959999084472656,0
2020-02-11 15:12:23,0,0,0,28.889999389648438,0
2020-02-11 15:13:25,0,0,0,28.93000030517578,0
2020-02-11 15:14:28,0,0,0,29.010000228881836,0
2020-02-11 15:15:30,0,0,0,29.049999237060547,0
2020-02-11 15:16:32,0,0,0,29.049999237060547,0
2020-02-11 15:17:34,0,0,0,29.045000076293945,0
2020-02-11 15:18:36,0,0,0,29.049999237060547,0
2020-02-11 15:19:39,0,0,0,28.979999542236328,0
2020-02-11 15:20:41,0,0,0,28.979999542236328,0
2020-02-11 15:21:44,0,0,0,28.950000762939453,0
2020-02-11 15:22:46,0,0,0,29.059999465942383,0
2020-02-11 15:23:48,0,0,0,29.040000915527344,0
2020-02-11 15:24:50,0,0,0,28.989999771118164,0
2020-02-11 15:25:52,0,0,0,28.959999084472656,0
2020-02-11 15:26:55,0,0,0,28.959999084472656,0
2020-02-11 15:27:57,0,0,0,28.98390007019043,0
2020-02-11 15:28:59,0,0,0,29.040000915527344,0
2020-02-11 15:30:02,0,0,0,29.040000915527344,0
2020-02-11 15:31:05,0,0,0,28.90999984741211,0
2020-02-11 15:32:08,0,0,0,28.90999984741211,0
2020-02-11 15:33:10,0,0,0,28.889999389648438,0
2020-02-11 15:34:12,0,0,0,28.8700008392334,0
2020-02-11 15:35:14,0,0,0,28.8700008392334,0
