date,1. open,2. high,3. low,4. close,5. volume
2020-02-11 13:22:00,28.2159,28.2775,28.2074,28.2409,1774.0
2020-02-11 13:23:00,28.24,28.37,28.2206,28.37,4424.0
2020-02-11 13:24:00,28.375,28.375,28.31,28.31,6240.0
2020-02-11 13:25:00,28.3209,28.3478,28.2977,28.3109,5827.0
2020-02-11 13:26:00,28.36,28.42,28.35,28.42,1313.0
2020-02-11 13:27:00,28.35,28.35,28.35,28.35,400.0
2020-02-11 13:28:00,28.36,28.385,28.35,28.35,702.0
2020-02-11 13:29:00,28.3871,28.45,28.38,28.38,8817.0
2020-02-11 13:30:00,28.405,28.41,28.4,28.41,500.0
2020-02-11 13:31:00,28.38,28.385,28.37,28.385,980.0
2020-02-11 13:32:00,28.4,28.4,28.4,28.4,100.0
2020-02-11 13:33:00,28.36,28.36,28.35,28.35,459.0
2020-02-11 13:34:00,28.39,28.41,28.39,28.41,648.0
2020-02-11 13:35:00,28.43,28.48,28.42,28.44,5435.0
2020-02-11 13:36:00,28.4507,28.7349,28.4375,28.5908,26812.0
2020-02-11 13:37:00,28.6,28.7083,28.6,28.68,3583.0
2020-02-11 13:38:00,28.65,28.685,28.63,28.63,4152.0
2020-02-11 13:39:00,28.631,28.7066,28.6066,28.641,2943.0
2020-02-11 13:40:00,28.68,28.795,28.68,28.75,6879.0
2020-02-11 13:41:00,28.75,28.77,28.75,28.77,754.0
2020-02-11 13:42:00,28.775,28.98,28.775,28.86,6317.0
2020-02-11 13:43:00,28.8146,28.8146,28.79,28.79,600.0
2020-02-11 13:44:00,28.75,28.78,28.59,28.68,5278.0
2020-02-11 13:45:00,28.68,28.68,28.59,28.6,5426.0
2020-02-11 13:46:00,28.6506,28.7676,28.6325,28.7206,6744.0
2020-02-11 13:47:00,28.65,28.67,28.63,28.6605,2659.0
2020-02-11 13:48:00,28.65,28.65,28.617,28.63,8700.0
2020-02-11 13:49:00,28.6,28.66,28.6,28.66,1006.0
2020-02-11 13:51:00,28.73,28.73,28.73,28.73,249.0
2020-02-11 13:52:00,28.65,28.7299,28.65,28.71,841.0
2020-02-11 13:53:00,28.74,28.74,28.74,28.74,403.0
2020-02-11 13:54:00,28.75,28.79,28.71,28.71,2922.0
2020-02-11 13:55:00,28.72,28.74,28.72,28.74,276.0
2020-02-11 13:56:00,28.765,28.885,28.765,28.885,2119.0
2020-02-11 13:57:00,28.89,28.98,28.8773,28.98,5659.0
2020-02-11 13:58:00,28.92,28.945,28.9,28.9,1511.0
2020-02-11 13:59:00,28.88,28.88,28.82,28.83,1220.0
2020-02-11 14:01:00,28.8564,28.8564,28.8564,28.8564,223.0
2020-02-11 14:02:00,28.79,28.85,28.79,28.8481,3286.0
2020-02-11 14:04:00,28.88,28.96,28.88,28.96,5695.0
2020-02-11 14:05:00,28.96,29.08,28.957,29.03,13557.0
2020-02-11 14:06:00,29.0,29.0,28.82,28.82,4100.0
2020-02-11 14:07:00,28.79,28.85,28.68,28.68,4311.0
2020-02-11 14:08:00,28.6808,28.7078,28.5977,28.6258,5042.0
2020-02-11 14:09:00,28.6,28.645,28.58,28.6167,2890.0
2020-02-11 14:10:00,28.67,28.7041,28.6501,28.6501,5665.0
2020-02-11 14:11:00,28.6505,28.6748,28.4746,28.5005,10146.0
2020-02-11 14:12:00,28.54,28.68,28.54,28.68,1880.0
2020-02-11 14:13:00,28.7,28.77,28.7,28.7476,6920.0
2020-02-11 14:14:00,28.7286,28.7286,28.67,28.67,1303.0
2020-02-11 14:15:00,28.59,28.59,28.59,28.59,562.0
2020-02-11 14:16:00,28.57,28.58,28.4591,28.4591,2301.0
2020-02-11 14:17:00,28.4307,28.5677,28.3875,28.5408,8172.0
2020-02-11 14:18:00,28.58,28.6,28.47,28.47,6107.0
2020-02-11 14:19:00,28.51,28.51,28.51,28.51,300.0
2020-02-11 14:20:00,28.5505,28.6148,28.5447,28.5905,1602.0
2020-02-11 14:21:00,28.5825,28.59,28.47,28.47,3150.0
2020-02-11 14:22:00,28.4112,28.4674,28.3573,28.4012,6117.0
2020-02-11 14:23:00,28.397,28.4231,28.2671,28.3711,12142.0
2020-02-11 14:24:00,28.3743,28.48,28.36,28.36,3045.0
2020-02-11 14:25:00,28.43,28.45,28.42,28.42,3233.0
2020-02-11 14:26:00,28.42,28.435,28.4,28.4,2602.0
2020-02-11 14:27:00,28.4,28.425,28.4,28.4,2739.0
2020-02-11 14:28:00,28.395,28.395,28.3,28.32,5458.0
2020-02-11 14:29:00,28.32,28.45,28.32,28.39,4680.0
2020-02-11 14:30:00,28.4306,28.5377,28.4126,28.5109,1902.0
2020-02-11 14:31:00,28.53,28.555,28.5,28.5,1978.0
2020-02-11 14:32:00,28.5111,28.5573,28.4873,28.5311,1698.0
2020-02-11 14:33:00,28.58,28.59,28.47,28.47,4741.0
2020-02-11 14:34:00,28.49,28.49,28.41,28.42,2211.0
2020-02-11 14:35:00,28.42,28.52,28.4,28.5,5383.0
2020-02-11 14:36:00,28.49,28.65,28.48,28.65,3197.0
2020-02-11 14:37:00,28.681,28.681,28.6,28.62,3718.0
2020-02-11 14:38:00,28.68,28.7899,28.68,28.7842,9563.0
2020-02-11 14:39:00,28.73,28.9,28.73,28.9,3179.0
