date,1. open,2. high,3. low,4. close,5. volume
2020-02-10 13:34:00,25.0,25.035,25.0,25.0,5090.0
2020-02-10 13:35:00,25.0256,25.0746,25.0245,25.0258,877.0
2020-02-10 13:36:00,25.0,25.0,25.0,25.0,260.0
2020-02-10 13:37:00,25.015,25.06,25.0,25.035,3543.0
2020-02-10 13:38:00,25.09,25.1539,25.09,25.1539,1659.0
2020-02-10 13:39:00,25.15,25.15,25.15,25.15,850.0
2020-02-10 13:40:00,25.1104,25.1418,25.0717,25.1104,1590.0
2020-02-10 13:41:00,25.11,25.11,25.11,25.11,601.0
2020-02-10 13:42:00,25.11,25.11,25.11,25.11,963.0
2020-02-10 13:45:00,25.11,25.11,25.11,25.11,202.0
2020-02-10 13:46:00,25.0851,25.0851,25.0851,25.0851,154.0
2020-02-10 13:47:00,25.085,25.11,25.0848,25.0848,450.0
2020-02-10 13:48:00,25.11,25.11,25.0,25.0,3804.0
2020-02-10 13:50:00,25.0372,25.0372,25.0,25.0,500.0
2020-02-10 13:51:00,25.0,25.02,25.0,25.02,3206.0
2020-02-10 13:52:00,25.0349,25.04,25.0349,25.04,550.0
2020-02-10 13:53:00,25.01,25.11,25.01,25.11,1850.0
2020-02-10 13:54:00,25.06,25.1,25.05,25.1,1104.0
2020-02-10 13:55:00,25.02,25.0304,25.0,25.0304,1710.0
2020-02-10 13:56:00,25.0505,25.1097,25.0497,25.0905,2962.0
2020-02-10 13:57:00,25.1509,25.1836,25.1385,25.1609,1800.0
2020-02-10 13:58:00,25.09,25.09,25.09,25.09,388.0
2020-02-10 14:00:00,25.08,25.08,25.06,25.06,2018.0
2020-02-10 14:02:00,25.11,25.25,25.11,25.25,1211.0
2020-02-10 14:03:00,25.1512,25.1512,25.1512,25.1512,336.0
2020-02-10 14:06:00,25.16,25.17,25.16,25.17,990.0
2020-02-10 14:07:00,25.17,25.17,25.17,25.17,290.0
2020-02-10 14:08:00,25.19,25.19,25.1755,25.1755,410.0
2020-02-10 14:09:00,25.19,25.27,25.19,25.27,2966.0
2020-02-10 14:10:00,25.3,25.5,25.3,25.4036,6154.0
2020-02-10 14:11:00,25.4,25.4,25.4,25.4,1217.0
2020-02-10 14:12:00,25.4,25.415,25.4,25.4,2348.0
2020-02-10 14:13:00,25.3068,25.3545,25.2746,25.3008,1071.0
2020-02-10 14:14:00,25.25,25.25,25.06,25.06,1128.0
2020-02-10 14:15:00,25.1158,25.17,25.1142,25.1506,1712.0
2020-02-10 14:17:00,25.21,25.21,25.2,25.2,235.0
2020-02-10 14:18:00,25.21,25.2875,25.21,25.2875,1986.0
2020-02-10 14:19:00,25.3,25.4732,25.3,25.38,973.0
2020-02-10 14:21:00,25.3393,25.5,25.3393,25.5,6450.0
2020-02-10 14:22:00,25.44,25.44,25.44,25.44,211.0
2020-02-10 14:23:00,25.44,25.44,25.44,25.44,481.0
2020-02-10 14:24:00,25.481,25.6145,25.4644,25.591,2827.0
2020-02-10 14:25:00,25.5908,25.8453,25.555,25.7908,12670.0
2020-02-10 14:26:00,25.75,25.77,25.72,25.73,1700.0
2020-02-10 14:27:00,25.6507,25.6749,25.5547,25.6307,1737.0
2020-02-10 14:28:00,25.6164,25.6164,25.61,25.61,600.0
2020-02-10 14:29:00,25.42,25.5,25.42,25.5,1482.0
2020-02-10 14:31:00,25.55,25.68,25.5473,25.55,4586.0
2020-02-10 14:32:00,25.6,25.625,25.59,25.625,514.0
2020-02-10 14:33:00,25.62,25.62,25.62,25.62,420.0
